2811 26/07/16| 10,13,16,24,27,37| 2
2810 23/07/16| 1,9,15,20,23,28| 4
2809 19/07/16| 5,10,13,17,25,36| 3
2808 16/07/16| 4,6,15,24,31,37| 4
2807 12/07/16| 6,14,18,26,29,36| 7
2806 09/07/16| 1,2,5,16,24,34| 7
2805 05/07/16| 7,12,18,22,32,36| 3
2804 02/07/16| 3,7,10,21,33,35| 2
2803 28/06/16| 11,12,18,19,32,37| 4
2802 25/06/16| 2,12,21,23,28,31| 6
2801 21/06/16| 7,11,19,25,28,37| 4
2800 18/06/16| 12,14,16,29,32,37| 5
2799 14/06/16| 5,6,9,12,26,34| 4
2798 12/06/16| 1,20,23,24,26,32| 7
2797 07/06/16| 8,9,21,22,26,37| 6
2796 04/06/16| 5,8,17,31,32,37| 7
2795 31/05/16| 1,5,7,18,25,36| 1
2794 28/05/16| 4,6,14,22,28,29| 4
2793 24/05/16| 8,12,15,24,28,33| 5
2792 21/05/16| 3,5,6,13,26,29| 1
2791 17/05/16| 2,4,14,19,20,33| 1
2790 14/05/16| 13,17,20,26,35,37| 2
2789 10/05/16| 5,6,10,20,26,29| 3
2788 07/05/16| 1,9,20,25,27,31| 4
2787 03/05/16| 5,22,25,33,35,36| 1
2786 01/05/16| 2,6,8,14,29,34| 3
2785 26/04/16| 12,13,20,25,27,30| 6
2784 23/04/16| 2,5,6,14,22,32| 3
2783 19/04/16| 3,7,12,22,27,36| 2
2782 16/04/16| 7,13,19,32,35,37| 6
2781 12/04/16| 2,7,10,18,24,26| 5
2780 09/04/16| 5,8,11,20,29,36| 4
2779 05/04/16| 4,8,16,20,21,36| 3
2778 02/04/16| 3,15,26,28,32,33| 4
2777 29/03/16| 1,10,11,13,18,25| 7
2776 26/03/16| 6,10,14,15,26,36| 3
2775 22/03/16| 9,16,22,27,31,32| 6
2774 19/03/16| 6,9,17,26,27,36| 6
2773 15/03/16| 7,15,17,18,20,32| 5
2772 12/03/16| 1,5,14,21,27,30| 7
2771 08/03/16| 5,19,23,25,30,31| 3
2770 05/03/16| 1,2,7,8,9,26| 2
2769 01/03/16| 7,15,17,19,27,30| 4
2768 27/02/16| 3,18,19,22,24,26| 7
2767 23/02/16| 6,10,25,31,35,37| 4
2766 20/02/16| 2,5,21,29,34,37| 3
2765 16/02/16| 8,14,16,20,24,30| 1
2764 13/02/16| 2,13,14,19,21,30| 1
2763 09/02/16| 2,10,14,15,21,29| 2
2762 06/02/16| 1,4,11,19,30,32| 4
2761 02/02/16| 1,13,19,22,34,35| 6
2760 30/01/16| 8,9,11,12,13,22| 4
2759 26/01/16| 17,18,25,28,30,34| 5
2758 23/01/16| 5,16,18,23,24,26| 6
2757 19/01/16| 6,19,24,25,26,37| 7
2756 16/01/16| 1,8,13,27,32,37| 2
2755 12/01/16| 1,4,5,16,21,29| 1
2754 09/01/16| 3,12,14,24,32,34| 6
2753 05/01/16| 3,15,17,20,21,37| 1
2752 02/01/16| 1,13,15,30,31,32| 2
2751 29/12/15| 4,7,13,16,17,27| 6
2750 26/12/15| 14,21,27,31,32,35| 5
2749 22/12/15| 2,11,13,17,25,27| 5
2748 19/12/15| 1,11,13,25,27,29| 7
2747 15/12/15| 3,6,9,10,17,36| 5
2746 12/12/15| 4,9,10,12,13,29| 4
2745 08/12/15| 6,10,15,18,27,34| 6
2744 05/12/15| 4,17,18,23,25,28| 2
2743 01/12/15| 2,9,18,23,29,33| 5
2742 28/11/15| 7,19,27,29,34,35| 7
2741 24/11/15| 6,8,21,25,30,35| 6
2740 21/11/15| 7,9,14,21,26,34| 5
2739 17/11/15| 3,5,6,19,23,35| 3
2738 14/11/15| 10,17,18,22,24,29| 1
2737 10/11/15| 3,4,10,11,30,32| 5
2736 07/11/15| 18,19,29,34,35,36| 1
2735 03/11/15| 10,12,19,25,26,36| 2
2734 31/10/15| 14,20,22,26,31,37| 5
2733 27/10/15| 2,20,26,27,28,30| 1
2732 24/10/15| 9,13,15,20,25,36| 6
2731 20/10/15| 1,6,9,10,12,17| 3
2730 17/10/15| 2,3,13,21,22,31| 6
2729 13/10/15| 1,6,15,17,20,32| 6
2728 10/10/15| 5,6,16,17,20,22| 7
2727 06/10/15| 2,8,12,14,17,21| 4
2726 03/10/15| 9,17,23,28,30,36| 7
2725 29/09/15| 12,15,18,20,23,29| 6
2724 26/09/15| 5,6,8,11,20,27| 7
2723 21/09/15| 5,12,13,33,35,36| 1
2722 19/09/15| 1,8,11,23,30,35| 6
2721 16/09/15| 11,14,18,20,22,33| 7
2720 12/09/15| 6,9,15,23,24,28| 4
2719 08/09/15| 19,21,22,24,30,37| 5
2718 05/09/15| 5,6,10,15,28,29| 7
2717 01/09/15| 10,18,22,27,31,35| 1
2716 29/08/15| 5,7,8,15,19,26| 3
2715 25/08/15| 1,8,11,17,25,30| 6
2714 22/08/15| 16,17,18,20,28,35| 3
2713 18/08/15| 4,7,12,14,17,34| 4
2712 15/08/15| 3,7,14,24,27,28| 2
2711 11/08/15| 5,8,16,21,34,35| 3
2710 08/08/15| 2,6,17,29,31,35| 3
2709 04/08/15| 13,21,22,26,29,34| 3
2708 01/08/15| 5,7,9,17,19,29| 3
2707 28/07/15| 24,27,30,34,35,37| 5
2706 26/07/15| 7,9,16,23,29,30| 3
2705 21/07/15| 16,21,27,28,32,37| 7
2704 18/07/15| 2,3,11,18,25,27| 5
2703 14/07/15| 2,16,21,26,33,34| 2
2702 11/07/15| 5,15,22,23,25,29| 6
2701 07/07/15| 1,6,9,13,23,35| 2
2700 04/07/15| 2,14,22,23,25,28| 5
2699 30/06/15| 11,13,20,29,30,37| 7
2698 27/06/15| 2,6,13,16,27,33| 3
2697 23/06/15| 8,11,18,21,24,30| 4
2696 20/06/15| 3,5,7,13,17,28| 4
2695 16/06/15| 17,18,20,21,26,32| 3
2694 13/06/15| 3,4,14,18,32,35| 2
2693 09/06/15| 3,8,10,12,28,37| 5
2692 06/06/15| 4,6,8,18,27,37| 4
2691 02/06/15| 4,17,18,24,27,36| 2
2690 30/05/15| 6,8,11,23,32,35| 4
2689 26/05/15| 2,5,10,12,18,26| 4
2688 24/05/15| 4,11,18,22,29,31| 4
2687 19/05/15| 15,18,22,23,26,34| 6
2686 16/05/15| 6,8,18,22,29,37| 1
2685 12/05/15| 1,13,23,24,30,31| 7
2684 09/05/15| 5,16,22,23,24,33| 1
2683 05/05/15| 6,10,12,15,27,33| 1
2682 02/05/15| 1,3,8,12,19,30| 1
2681 28/04/15| 6,9,18,23,26,33| 2
2680 25/04/15| 1,15,17,31,32,34| 2
2679 21/04/15| 1,11,13,15,18,25| 6
2678 18/04/15| 11,12,18,24,31,33| 6
2677 14/04/15| 1,2,4,9,12,16| 4
2676 12/04/15| 2,9,11,13,29,33| 3
2675 07/04/15| 11,12,15,22,23,29| 7
2674 04/04/15| 7,32,33,34,35,36| 2
2673 31/03/15| 5,13,16,18,23,26| 1
2672 28/03/15| 5,13,21,22,25,28| 1
2671 24/03/15| 2,3,5,10,26,27| 2
2670 21/03/15| 11,15,17,27,33,37| 5
2669 17/03/15| 11,15,22,29,35,37| 4
2668 14/03/15| 14,15,18,22,23,29| 1
2667 10/03/15| 6,10,15,19,36,37| 3
2666 07/03/15| 3,14,15,19,26,33| 6
2665 03/03/15| 2,10,11,13,22,37| 4
2664 28/02/15| 11,13,22,29,31,33| 1
2663 24/02/15| 10,16,22,30,35,36| 2
2662 21/02/15| 4,14,16,22,28,33| 4
2661 17/02/15| 3,13,14,18,28,30| 2
2660 14/02/15| 8,11,13,20,22,25| 5
2659 10/02/15| 1,6,10,22,24,26| 3
2658 07/02/15| 8,12,17,21,27,30| 1
2657 03/02/15| 8,12,21,24,25,27| 1
2656 31/01/15| 1,10,16,28,29,32| 5
2655 27/01/15| 4,6,13,19,33,35| 6
2654 24/01/15| 4,11,19,28,31,34| 4
2653 20/01/15| 11,24,30,34,35,37| 7
2652 17/01/15| 1,7,11,17,36,37| 2
2651 13/01/15| 4,8,17,20,25,30| 1
2650 10/01/15| 3,8,10,15,30,33| 4
2649 06/01/15| 4,13,22,25,28,30| 5
2648 03/01/15| 9,20,22,23,29,31| 2
2647 30/12/14| 1,2,5,12,34,35| 4
2646 27/12/14| 4,5,18,20,28,36| 4
2645 23/12/14| 7,9,20,24,28,35| 5
2644 20/12/14| 6,12,25,27,30,37| 5
2643 16/12/14| 9,12,25,29,34,36| 5
2642 13/12/14| 2,9,27,29,32,36| 1
2641 09/12/14| 5,7,10,15,22,35| 5
2640 06/12/14| 3,20,28,31,33,37| 5
2639 02/12/14| 1,2,9,11,15,21| 2
2638 29/11/14| 2,10,14,17,28,34| 2
2637 25/11/14| 2,9,13,16,28,29| 1
2636 22/11/14| 4,6,10,11,14,25| 7
2635 18/11/14| 1,3,29,30,33,35| 2
2634 15/11/14| 4,8,9,23,25,31| 4
2633 11/11/14| 3,11,18,25,33,36| 7
2632 08/11/14| 7,16,18,21,23,36| 6
2631 04/11/14| 2,19,28,29,34,36| 6
2630 01/11/14| 1,2,5,15,27,31| 4
2629 28/10/14| 12,15,20,30,33,37| 3
2628 25/10/14| 2,5,6,10,19,29| 5
2627 21/10/14| 5,7,9,11,24,29| 1
2626 18/10/14| 9,10,11,12,21,32| 5
2625 14/10/14| 5,10,17,23,32,36| 6
2624 11/10/14| 2,6,11,16,27,34| 3
2623 07/10/14| 8,10,15,23,26,34| 1
2622 05/10/14| 1,9,10,21,26,37| 3
2621 30/09/14| 8,13,17,18,34,36| 1
2620 28/09/14| 13,17,19,26,30,36| 5
2619 23/09/14| 7,9,10,34,35,36| 7
2618 20/09/14| 7,19,20,25,31,34| 3
2617 16/09/14| 3,8,11,19,26,35| 2
2616 13/09/14| 1,4,12,18,31,37| 3
2615 09/09/14| 2,12,14,27,29,32| 5
2614 06/09/14| 3,15,24,25,26,35| 2
2613 02/09/14| 6,10,18,27,35,36| 6
2612 30/08/14| 2,9,28,31,32,35| 6
2611 26/08/14| 2,7,10,23,26,35| 6
2610 23/08/14| 5,15,20,25,27,32| 4
2609 19/08/14| 4,16,30,32,34,36| 4
2608 16/08/14| 2,5,7,16,22,37| 4
2607 12/08/14| 3,15,21,28,30,32| 4
2606 09/08/14| 4,11,13,20,32,35| 2
2605 05/08/14| 5,9,21,23,28,33| 7
2604 02/08/14| 6,13,14,21,23,26| 6
2603 29/07/14| 3,5,8,16,17,20| 2
2602 26/07/14| 2,3,28,30,33,35| 5
2601 22/07/14| 2,10,12,23,30,33| 5
2600 19/07/14| 4,11,27,32,34,37| 4
2599 15/07/14| 7,14,20,27,29,31| 5
2598 12/07/14| 4,11,12,13,20,27| 2
2597 08/07/14| 2,5,18,19,20,31| 1
2596 05/07/14| 1,10,17,21,22,31| 4
2595 01/07/14| 5,13,17,26,29,33| 5
2594 28/06/14| 1,2,6,19,29,33| 7
2593 24/06/14| 7,8,15,30,33,34| 6
2592 21/06/14| 8,11,22,33,34,35| 6
2591 17/06/14| 7,8,15,18,29,34| 4
2590 14/06/14| 13,15,24,25,30,32| 5
2589 10/06/14| 6,8,9,25,29,37| 3
2588 07/06/14| 4,9,10,14,19,35| 2
2587 04/06/14| 11,17,19,31,36,37| 1
2586 31/05/14| 5,11,12,13,15,22| 7
2585 27/05/14| 3,4,6,18,26,29| 3
2584 24/05/14| 5,10,19,25,32,35| 7
2583 20/05/14| 2,6,12,26,30,35| 3
2582 17/05/14| 1,3,11,16,20,35| 2
2581 13/05/14| 3,11,17,20,31,32| 6
2580 10/05/14| 1,2,3,4,7,25| 2
2579 07/05/14| 6,8,9,17,29,30| 4
2578 03/05/14| 20,22,28,31,35,36| 3
2577 29/04/14| 3,5,9,14,22,23| 7
2576 26/04/14| 2,4,13,16,29,34| 1
2575 22/04/14| 1,3,5,16,26,30| 5
2574 19/04/14| 2,3,20,31,35,37| 7
2573 16/04/14| 4,9,23,28,34,36| 5
2572 12/04/14| 11,16,19,24,27,35| 3
2571 08/04/14| 10,21,28,30,31,35| 6
2570 05/04/14| 2,12,18,28,33,34| 1
2569 01/04/14| 15,17,23,25,30,35| 2
2568 29/03/14| 4,13,24,25,32,34| 2
2567 25/03/14| 3,6,16,28,32,33| 2
2566 22/03/14| 3,4,23,26,31,35| 3
2565 18/03/14| 4,9,12,14,17,29| 2
2564 15/03/14| 7,17,24,29,36,37| 7
2563 11/03/14| 1,3,6,9,34,37| 3
2562 08/03/14| 17,21,23,24,26,35| 2
2561 04/03/14| 3,6,17,23,27,32| 6
2560 01/03/14| 4,8,9,22,29,33| 6
2559 25/02/14| 5,6,11,21,22,28| 2
2558 22/02/14| 3,8,23,26,28,29| 6
2557 18/02/14| 3,7,14,21,27,37| 6
2556 15/02/14| 1,6,10,16,21,22| 4
2555 11/02/14| 2,5,18,20,23,29| 3
2554 08/02/14| 16,22,26,29,36,37| 3
2553 04/02/14| 1,2,4,28,29,31| 5
2552 01/02/14| 1,5,12,22,24,27| 6
2551 28/01/14| 20,24,26,28,32,33| 6
2550 25/01/14| 13,15,26,28,29,36| 2
2549 21/01/14| 18,22,30,34,35,37| 7
2548 18/01/14| 1,11,15,16,23,32| 5
2547 14/01/14| 2,8,10,13,35,37| 5
2546 11/01/14| 1,3,4,22,28,36| 2
2545 07/01/14| 12,13,18,31,32,36| 7
2544 04/01/14| 7,9,13,18,21,22| 4
2543 31/12/13| 7,9,10,22,24,33| 4
2542 28/12/13| 4,14,16,21,33,36| 3
2541 24/12/13| 9,18,25,30,33,37| 5
2540 21/12/13| 5,20,21,26,30,35| 1
2539 17/12/13| 13,15,17,24,26,27| 3
2538 14/12/13| 5,11,25,26,29,36| 3
2537 10/12/13| 1,8,12,19,26,27| 3
2536 07/12/13| 1,3,11,13,21,28| 7
2535 03/12/13| 2,10,16,26,27,30| 4
2534 30/11/13| 11,21,29,33,35,37| 4
2533 26/11/13| 11,14,19,21,26,33| 7
2532 23/11/13| 1,9,17,29,30,37| 5
2531 19/11/13| 4,6,10,17,28,32| 4
2530 16/11/13| 7,19,22,28,30,33| 4
2529 12/11/13| 14,22,24,33,35,36| 7
2528 09/11/13| 3,4,24,27,31,36| 2
2527 05/11/13| 1,10,12,19,35,36| 6
2526 02/11/13| 2,8,12,19,26,27| 6
2525 29/10/13| 1,7,10,21,28,30| 1
2524 26/10/13| 1,2,7,12,29,33| 3
2523 22/10/13| 11,17,21,23,26,27| 3
2522 19/10/13| 6,13,15,22,23,37| 6
2521 15/10/13| 5,8,10,20,34,37| 2
2520 12/10/13| 3,8,16,19,25,27| 1
2519 08/10/13| 3,7,13,17,18,28| 7
2518 05/10/13| 2,4,12,27,34,37| 2
2517 01/10/13| 10,11,19,21,23,29| 4
2516 28/09/13| 3,9,14,20,34,35| 2
2515 24/09/13| 11,21,22,23,28,37| 5
2514 21/09/13| 3,8,17,19,24,33| 6
2513 17/09/13| 17,20,26,28,30,33| 4
2512 15/09/13| 1,3,4,6,12,13| 4
2511 10/09/13| 3,13,24,27,33,35| 3
2510 08/09/13| 2,6,16,28,35,37| 7
2509 03/09/13| 8,14,27,29,33,37| 6
2508 31/08/13| 7,12,16,22,24,25| 3
2507 27/08/13| 4,16,17,19,30,34| 5
2506 24/08/13| 6,10,11,15,19,24| 5
2505 20/08/13| 8,13,16,17,29,37| 6
2504 17/08/13| 5,9,17,19,33,35| 7
2503 13/08/13| 1,5,14,19,26,28| 4
2502 10/08/13| 1,3,18,19,35,37| 6
2501 06/08/13| 2,3,4,27,30,32| 6
2500 03/08/13| 5,8,9,17,24,32| 5
2499 30/07/13| 13,14,26,29,31,35| 1
2498 27/07/13| 8,9,11,16,31,34| 4
2497 23/07/13| 8,13,23,26,27,29| 3
2496 20/07/13| 3,7,8,24,34,36| 2
2495 16/07/13| 4,11,12,15,30,33| 1
2494 13/07/13| 12,18,19,28,29,34| 7
2493 09/07/13| 7,16,19,21,31,36| 3
2492 06/07/13| 4,19,27,30,31,35| 5
2491 02/07/13| 4,10,15,24,28,29| 5
2490 29/06/13| 8,10,17,18,35,37| 1
2489 25/06/13| 4,21,22,23,27,35| 5
2488 22/06/13| 3,6,7,10,16,30| 4
2487 18/06/13| 3,9,10,22,28,33| 7
2486 15/06/13| 11,15,21,29,31,36| 3
2485 11/06/13| 3,21,25,26,36,37| 1
2484 08/06/13| 4,6,17,19,21,36| 3
2483 04/06/13| 13,17,21,27,29,31| 4
2482 01/06/13| 12,19,21,23,26,35| 5
2481 28/05/13| 2,11,16,18,26,36| 4
2480 25/05/13| 3,9,21,26,29,37| 1
2479 21/05/13| 8,10,14,17,20,34| 1
2478 18/05/13| 2,4,24,25,32,34| 1
2477 15/05/13| 3,7,15,19,24,33| 4
2476 11/05/13| 7,20,26,33,34,35| 3
2475 07/05/13| 10,19,20,24,28,33| 3
2474 04/05/13| 1,4,6,9,25,35| 1
2473 30/04/13| 1,2,3,10,16,29| 6
2472 27/04/13| 12,13,28,33,35,37| 5
2471 23/04/13| 2,7,12,19,27,37| 6
2470 20/04/13| 18,20,25,27,32,36| 1
2469 17/04/13| 1,26,28,32,33,35| 5
2468 13/04/13| 1,11,15,24,27,34| 5
2467 09/04/13| 11,20,21,22,25,36| 7
2466 06/04/13| 8,12,13,27,28,34| 7
2465 02/04/13| 1,8,12,19,30,35| 4
2464 30/03/13| 8,10,12,15,19,30| 5
2463 27/03/13| 3,4,7,21,33,37| 2
2462 23/03/13| 6,12,13,24,27,29| 4
2461 19/03/13| 1,8,9,18,19,20| 4
2460 16/03/13| 17,25,29,30,33,37| 2
2459 12/03/13| 2,14,27,28,32,34| 7
2458 09/03/13| 7,9,13,14,30,33| 1
2457 05/03/13| 5,13,19,22,28,33| 2
2456 02/03/13| 3,4,26,30,34,37| 4
2455 26/02/13| 3,9,13,17,25,37| 1
2454 23/02/13| 13,16,24,31,35,36| 5
2453 19/02/13| 4,23,25,30,32,35| 3
2452 16/02/13| 6,8,14,20,25,29| 6
2451 12/02/13| 1,15,17,21,34,37| 3
2450 09/02/13| 4,20,21,26,35,37| 1
2449 05/02/13| 3,5,10,17,30,32| 1
2448 02/02/13| 1,9,11,20,25,27| 3
2447 29/01/13| 9,16,18,30,32,33| 7
2446 26/01/13| 6,9,13,17,29,34| 6
2445 22/01/13| 1,6,14,20,29,36| 2
2444 19/01/13| 10,12,26,27,31,36| 3
2443 15/01/13| 5,13,14,16,18,21| 2
2442 12/01/13| 1,3,11,25,33,34| 3
2441 08/01/13| 9,16,17,20,32,33| 4
2440 05/01/13| 7,10,12,19,25,36| 7
2439 01/01/13| 5,11,12,13,15,20| 4
2438 29/12/12| 11,13,18,26,27,36| 2
2437 25/12/12| 1,4,5,7,18,23| 1
2436 22/12/12| 7,16,28,31,33,35| 4
2435 20/12/12| 6,9,24,25,33,34| 2
2434 18/12/12| 8,14,18,22,25,31| 1
2433 15/12/12| 7,10,17,23,24,31| 3
2432 11/12/12| 2,9,15,22,31,33| 6
2431 08/12/12| 3,10,11,13,26,37| 1
2430 06/12/12| 5,6,9,26,32,35| 4
2429 04/12/12| 2,3,6,19,25,27| 7
2428 01/12/12| 2,8,12,31,34,35| 5
2427 27/11/12| 12,14,19,20,23,25| 4
2426 24/11/12| 8,11,25,30,31,33| 7
2425 20/11/12| 4,5,21,30,36,37| 5
2424 17/11/12| 2,12,13,16,23,25| 1
2423 13/11/12| 6,8,14,25,26,31| 1
2422 10/11/12| 12,15,24,26,31,33| 1
2421 06/11/12| 11,19,21,22,26,30| 4
2420 03/11/12| 1,8,10,12,16,26| 6
2419 01/11/12| 2,7,10,11,29,32| 5
2418 30/10/12| 5,7,14,15,16,35| 7
2417 27/10/12| 3,9,15,24,30,35| 7
2416 23/10/12| 1,3,7,18,28,34| 7
2415 20/10/12| 6,17,22,24,26,31| 6
2414 18/10/12| 2,3,6,20,21,30| 2
2413 16/10/12| 7,10,11,19,23,25| 6
2412 13/10/12| 3,9,14,19,27,31| 6
2411 09/10/12| 2,4,7,24,32,36| 1
2410 06/10/12| 2,8,16,23,29,36| 3
2409 02/10/12| 1,8,20,21,33,37| 2
2408 29/09/12| 4,8,27,30,34,36| 6
2407 27/09/12| 2,12,20,22,24,32| 5
2406 22/09/12| 12,13,16,18,35,37| 5
2405 20/09/12| 11,19,22,23,25,36| 5
2404 15/09/12| 2,6,12,16,21,26| 5
2403 11/09/12| 3,5,10,11,12,21| 3
2402 08/09/12| 8,23,26,31,34,35| 5
2401 06/09/12| 9,13,21,22,24,31| 1
2400 04/09/12| 3,7,15,29,31,34| 7
2399 01/09/12| 2,3,18,20,26,35| 2
2398 28/08/12| 2,6,19,29,36,37| 7
2397 25/08/12| 7,11,26,27,28,34| 6
2396 21/08/12| 6,7,17,18,25,35| 4
2395 18/08/12| 4,12,16,21,26,30| 6
2394 14/08/12| 5,8,25,29,30,31| 4
2393 11/08/12| 9,16,21,24,26,33| 7
2392 07/08/12| 1,15,21,23,26,36| 3
2391 04/08/12| 4,12,19,23,27,31| 1
2390 02/08/12| 3,8,30,34,35,36| 7
2389 31/07/12| 1,5,11,18,26,30| 3
2388 27/07/12| 3,15,26,27,36,37| 5
2387 24/07/12| 1,11,21,25,26,31| 4
2386 21/07/12| 4,8,21,22,24,29| 1
2385 17/07/12| 9,15,25,26,28,32| 3
2384 14/07/12| 2,11,12,18,24,26| 5
2383 10/07/12| 7,20,23,24,25,36| 7
2382 07/07/12| 4,8,14,21,27,37| 3
2381 05/07/12| 5,8,11,21,35,37| 6
2380 03/07/12| 9,15,25,30,32,33| 7
2379 30/06/12| 3,8,9,10,16,36| 6
2378 26/06/12| 1,2,14,15,28,31| 2
2377 23/06/12| 10,12,18,21,25,35| 2
2376 21/06/12| 6,7,11,30,33,35| 3
2375 19/06/12| 2,5,14,21,36,37| 3
2374 16/06/12| 1,2,3,16,28,30| 3
2373 12/06/12| 5,7,11,24,26,30| 1
2372 09/06/12| 1,6,25,29,33,34| 2
2371 07/06/12| 5,10,12,20,22,31| 1
2370 05/06/12| 7,21,26,31,32,35| 6
2369 02/06/12| 2,8,12,17,21,24| 3
2368 29/05/12| 3,8,10,23,24,34| 3
2367 27/05/12| 14,19,30,34,35,36| 4
2366 22/05/12| 9,11,21,25,26,32| 6
2365 19/05/12| 5,6,7,16,23,36| 1
2364 15/05/12| 4,5,18,23,32,36| 4
2363 12/05/12| 1,2,3,14,23,29| 7
2362 08/05/12| 2,21,22,23,28,30| 4
2361 05/05/12| 18,22,25,26,27,33| 3
2360 03/05/12| 4,15,17,20,21,25| 4
2359 01/05/12| 8,9,19,27,28,33| 2
2358 28/04/12| 5,17,19,22,25,32| 1
2357 23/04/12| 1,2,9,12,26,29| 2
2356 21/04/12| 1,8,21,23,28,32| 5
2355 17/04/12| 3,5,7,27,35,36| 2
2354 15/04/12| 3,11,12,15,22,33| 7
2353 10/04/12| 1,8,14,21,23,31| 2
2352 08/04/12| 7,16,17,18,20,36| 1
2351 03/04/12| 8,13,15,21,23,26| 3
2350 31/03/12| 6,8,9,11,17,31| 1
2349 29/03/12| 8,12,13,16,30,37| 2
2348 27/03/12| 3,5,12,23,24,32| 7
2347 24/03/12| 1,3,5,11,19,24| 5
2346 20/03/12| 2,14,15,23,27,31| 3
2345 17/03/12| 1,4,14,23,29,30| 7
2344 13/03/12| 2,3,10,11,28,34| 6
2343 10/03/12| 12,19,23,30,35,37| 5
2342 06/03/12| 6,13,14,22,28,29| 6
2341 03/03/12| 2,7,8,14,31,34| 5
2340 01/03/12| 11,13,24,26,29,34| 6
2339 28/02/12| 2,10,14,32,34,36| 7
2338 25/02/12| 1,5,11,13,21,35| 2
2337 21/02/12| 18,21,22,23,25,36| 2
2336 18/02/12| 3,5,7,8,32,37| 5
2335 14/02/12| 7,10,22,23,27,36| 3
2334 11/02/12| 2,4,25,30,33,37| 6
2333 07/02/12| 1,2,17,19,29,32| 4
2332 04/02/12| 15,16,17,25,27,30| 4
2331 02/02/12| 14,17,29,31,32,35| 5
2330 31/01/12| 8,15,20,26,27,34| 6
2329 28/01/12| 8,12,18,20,29,32| 3
2328 24/01/12| 3,10,15,24,28,37| 4
2327 21/01/12| 14,16,27,28,32,36| 5
2326 17/01/12| 2,19,22,25,26,28| 3
2325 14/01/12| 5,10,14,25,27,33| 2
2324 10/01/12| 7,10,16,21,25,28| 5
2323 07/01/12| 1,2,20,21,25,28| 1
2322 05/01/12| 3,23,25,28,29,33| 4
2321 03/01/12| 7,25,27,31,32,34| 7
2320 31/12/11| 2,3,8,15,19,34| 6
2319 27/12/11| 5,6,7,12,33,36| 7
2318 24/12/11| 1,3,13,14,17,36| 5
2317 20/12/11| 4,16,21,26,28,30| 2
2316 17/12/11| 6,7,22,30,31,36| 6
2315 13/12/11| 2,4,5,11,15,24| 7
2314 11/12/11| 3,10,23,27,32,37| 6
2313 06/12/11| 6,13,15,17,19,35| 3
2312 03/12/11| 7,8,20,26,30,34| 2
2311 29/11/11| 12,21,25,27,29,31| 2
2310 26/11/11| 2,7,10,20,23,32| 7
2309 22/11/11| 15,16,20,24,28,35| 6
2308 19/11/11| 15,19,22,29,33,37| 7
2307 15/11/11| 2,4,5,7,24,33| 1
2306 12/11/11| 3,12,16,21,26,36| 1
2305 08/11/11| 1,2,14,15,18,32| 1
2304 05/11/11| 6,15,20,25,28,30| 5
2303 01/11/11| 2,15,17,18,20,34| 2
2302 29/10/11| 2,7,9,14,23,24| 6
2301 25/10/11| 10,13,20,35,36,37| 1
2300 23/10/11| 9,18,20,31,32,37| 3
2299 18/10/11| 2,4,17,20,26,34| 4
2298 15/10/11| 7,12,15,27,33,37| 3
2297 11/10/11| 1,3,4,7,20,34| 3
2296 09/10/11| 3,9,12,17,24,30| 2
2295 04/10/11| 5,8,10,16,19,31| 7
2294 02/10/11| 12,16,24,29,33,35| 2
2293 27/09/11| 3,5,10,11,34,36| 6
2292 24/09/11| 4,15,16,17,35,37| 3
